;age;job;marital;education;default;balance;housing;loan;contact;day;month;campaign;pdays;previous;poutcome;y
24;40;retired;married;primary;0;0;1;1;unknown;5;may;1;-1;0;unknown;0
25;44;admin.;married;secondary;0;-372;1;0;unknown;5;may;1;-1;0;unknown;0
26;39;management;single;tertiary;0;255;1;0;unknown;5;may;1;-1;0;unknown;0
27;52;entrepreneur;married;secondary;0;113;1;1;unknown;5;may;1;-1;0;unknown;0
28;46;management;single;secondary;0;-246;1;0;unknown;5;may;2;-1;0;unknown;0
29;36;technician;single;secondary;0;265;1;1;unknown;5;may;1;-1;0;unknown;0
30;57;technician;married;secondary;0;839;0;1;unknown;5;may;1;-1;0;unknown;0
31;49;management;married;tertiary;0;378;1;0;unknown;5;may;1;-1;0;unknown;0
32;60;admin.;married;secondary;0;39;1;1;unknown;5;may;1;-1;0;unknown;0
33;59;blue-collar;married;secondary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
34;51;management;married;tertiary;0;10635;1;0;unknown;5;may;1;-1;0;unknown;0
35;57;technician;divorced;secondary;0;63;1;0;unknown;5;may;1;-1;0;unknown;0
36;25;blue-collar;married;secondary;0;-7;1;0;unknown;5;may;1;-1;0;unknown;0
37;53;technician;married;secondary;0;-3;0;0;unknown;5;may;1;-1;0;unknown;0
38;36;admin.;divorced;secondary;0;506;1;0;unknown;5;may;1;-1;0;unknown;0
39;37;admin.;single;secondary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
40;44;services;divorced;secondary;0;2586;1;0;unknown;5;may;1;-1;0;unknown;0
41;50;management;married;secondary;0;49;1;0;unknown;5;may;2;-1;0;unknown;0
42;60;blue-collar;married;unknown;0;104;1;0;unknown;5;may;1;-1;0;unknown;0
43;54;retired;married;secondary;0;529;1;0;unknown;5;may;1;-1;0;unknown;0
44;58;retired;married;unknown;0;96;1;0;unknown;5;may;1;-1;0;unknown;0
45;36;admin.;single;primary;0;-171;1;0;unknown;5;may;1;-1;0;unknown;0
46;58;self-employed;married;tertiary;0;-364;1;0;unknown;5;may;1;-1;0;unknown;0
47;44;technician;married;secondary;0;0;1;0;unknown;5;may;2;-1;0;unknown;0
48;55;technician;divorced;secondary;0;0;0;0;unknown;5;may;1;-1;0;unknown;0
49;29;management;single;tertiary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
50;54;blue-collar;married;secondary;0;1291;1;0;unknown;5;may;1;-1;0;unknown;0
51;48;management;divorced;tertiary;0;-244;1;0;unknown;5;may;1;-1;0;unknown;0
52;32;management;married;tertiary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
53;42;admin.;single;secondary;0;-76;1;0;unknown;5;may;1;-1;0;unknown;0
54;24;technician;single;secondary;0;-103;1;1;unknown;5;may;1;-1;0;unknown;0
55;38;entrepreneur;single;tertiary;0;243;0;1;unknown;5;may;1;-1;0;unknown;0
56;38;management;single;tertiary;0;424;1;0;unknown;5;may;1;-1;0;unknown;0
57;47;blue-collar;married;unknown;0;306;1;0;unknown;5;may;1;-1;0;unknown;0
58;40;blue-collar;single;unknown;0;24;1;0;unknown;5;may;1;-1;0;unknown;0
59;46;services;married;primary;0;179;1;0;unknown;5;may;1;-1;0;unknown;0
60;32;admin.;married;tertiary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
61;53;technician;divorced;secondary;0;989;1;0;unknown;5;may;1;-1;0;unknown;0
62;57;blue-collar;married;primary;0;249;1;0;unknown;5;may;1;-1;0;unknown;0
63;33;services;married;secondary;0;790;1;0;unknown;5;may;1;-1;0;unknown;0
64;49;blue-collar;married;unknown;0;154;1;0;unknown;5;may;1;-1;0;unknown;0
65;51;management;married;tertiary;0;6530;1;0;unknown;5;may;1;-1;0;unknown;0
66;60;retired;married;tertiary;0;100;0;0;unknown;5;may;1;-1;0;unknown;0
67;59;management;divorced;tertiary;0;59;1;0;unknown;5;may;1;-1;0;unknown;0
68;55;technician;married;secondary;0;1205;1;0;unknown;5;may;2;-1;0;unknown;0
69;35;blue-collar;single;secondary;0;12223;1;1;unknown;5;may;1;-1;0;unknown;0
70;57;blue-collar;married;secondary;0;5935;1;1;unknown;5;may;1;-1;0;unknown;0
71;31;services;married;secondary;0;25;1;1;unknown;5;may;1;-1;0;unknown;0
72;54;management;married;secondary;0;282;1;1;unknown;5;may;1;-1;0;unknown;0
73;55;blue-collar;married;primary;0;23;1;0;unknown;5;may;1;-1;0;unknown;0
74;43;technician;married;secondary;0;1937;1;0;unknown;5;may;1;-1;0;unknown;0
75;53;technician;married;secondary;0;384;1;0;unknown;5;may;1;-1;0;unknown;0
76;44;blue-collar;married;secondary;0;582;0;1;unknown;5;may;1;-1;0;unknown;0
77;55;services;divorced;secondary;0;91;0;0;unknown;5;may;1;-1;0;unknown;0
78;49;services;divorced;secondary;0;0;1;1;unknown;5;may;1;-1;0;unknown;0
79;55;services;divorced;secondary;1;1;1;0;unknown;5;may;1;-1;0;unknown;0
80;45;admin.;single;secondary;0;206;1;0;unknown;5;may;1;-1;0;unknown;0
81;47;services;divorced;secondary;0;164;0;0;unknown;5;may;1;-1;0;unknown;0
82;42;technician;single;secondary;0;690;1;0;unknown;5;may;1;-1;0;unknown;0
83;59;admin.;married;secondary;0;2343;1;0;unknown;5;may;1;-1;0;unknown;1
84;46;self-employed;married;tertiary;0;137;1;1;unknown;5;may;1;-1;0;unknown;0
85;51;blue-collar;married;primary;0;173;1;0;unknown;5;may;2;-1;0;unknown;0
86;56;admin.;married;secondary;0;45;0;0;unknown;5;may;1;-1;0;unknown;1
87;41;technician;married;secondary;0;1270;1;0;unknown;5;may;1;-1;0;unknown;1
88;46;management;divorced;secondary;0;16;1;1;unknown;5;may;2;-1;0;unknown;0
89;57;retired;married;secondary;0;486;1;0;unknown;5;may;2;-1;0;unknown;0
90;42;management;single;secondary;0;50;0;0;unknown;5;may;1;-1;0;unknown;0
91;30;technician;married;secondary;0;152;1;1;unknown;5;may;2;-1;0;unknown;0
92;60;admin.;married;secondary;0;290;1;0;unknown;5;may;1;-1;0;unknown;0
93;60;blue-collar;married;unknown;0;54;1;0;unknown;5;may;1;-1;0;unknown;0
94;57;entrepreneur;divorced;secondary;0;-37;0;0;unknown;5;may;1;-1;0;unknown;0
95;36;management;married;tertiary;0;101;1;1;unknown;5;may;1;-1;0;unknown;0
96;55;blue-collar;married;secondary;0;383;0;0;unknown;5;may;1;-1;0;unknown;0
97;60;retired;married;tertiary;0;81;1;0;unknown;5;may;1;-1;0;unknown;0
98;39;technician;married;secondary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
99;46;management;married;tertiary;0;229;1;0;unknown;5;may;1;-1;0;unknown;0
100;44;blue-collar;married;secondary;0;-674;1;0;unknown;5;may;1;-1;0;unknown;0
101;53;blue-collar;married;primary;0;90;0;0;unknown;5;may;1;-1;0;unknown;0
102;52;blue-collar;married;primary;0;128;1;0;unknown;5;may;1;-1;0;unknown;0
103;59;blue-collar;married;primary;0;179;1;0;unknown;5;may;3;-1;0;unknown;0
104;27;technician;single;tertiary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
105;44;blue-collar;married;secondary;0;54;1;0;unknown;5;may;1;-1;0;unknown;0
106;47;technician;married;tertiary;0;151;1;0;unknown;5;may;1;-1;0;unknown;0
107;34;admin.;married;secondary;0;61;0;1;unknown;5;may;1;-1;0;unknown;0
108;59;retired;single;secondary;0;30;1;0;unknown;5;may;1;-1;0;unknown;0
109;45;management;married;tertiary;0;523;1;0;unknown;5;may;2;-1;0;unknown;0
110;29;services;divorced;secondary;0;31;1;0;unknown;5;may;1;-1;0;unknown;0
111;46;technician;divorced;secondary;0;79;0;0;unknown;5;may;1;-1;0;unknown;0
112;56;self-employed;married;primary;0;-34;1;1;unknown;5;may;2;-1;0;unknown;0
113;36;blue-collar;married;primary;0;448;1;0;unknown;5;may;1;-1;0;unknown;0
114;59;retired;divorced;primary;0;81;1;0;unknown;5;may;1;-1;0;unknown;0
115;44;blue-collar;married;secondary;0;144;1;0;unknown;5;may;2;-1;0;unknown;0
116;41;admin.;married;secondary;0;351;1;0;unknown;5;may;1;-1;0;unknown;0
117;33;management;single;tertiary;0;-67;1;0;unknown;5;may;1;-1;0;unknown;0
118;59;management;divorced;tertiary;0;262;0;0;unknown;5;may;1;-1;0;unknown;0
119;57;technician;married;primary;0;0;0;0;unknown;5;may;1;-1;0;unknown;0
120;56;technician;divorced;unknown;0;56;1;0;unknown;5;may;1;-1;0;unknown;0
121;51;blue-collar;married;secondary;0;26;1;0;unknown;5;may;1;-1;0;unknown;0
122;34;admin.;married;unknown;0;3;1;0;unknown;5;may;3;-1;0;unknown;0
123;43;services;married;secondary;0;41;1;1;unknown;5;may;2;-1;0;unknown;0
124;52;technician;married;tertiary;0;7;0;1;unknown;5;may;1;-1;0;unknown;0
125;33;technician;single;secondary;0;105;1;0;unknown;5;may;2;-1;0;unknown;0
126;29;admin.;single;secondary;0;818;1;1;unknown;5;may;1;-1;0;unknown;0
127;34;services;married;secondary;0;-16;1;1;unknown;5;may;1;-1;0;unknown;0
128;31;blue-collar;married;secondary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
129;55;services;married;secondary;0;2476;1;0;unknown;5;may;1;-1;0;unknown;1
130;55;management;married;unknown;0;1185;0;0;unknown;5;may;1;-1;0;unknown;0
131;32;admin.;single;secondary;0;217;1;0;unknown;5;may;1;-1;0;unknown;0
132;38;technician;single;secondary;0;1685;1;0;unknown;5;may;1;-1;0;unknown;0
133;55;admin.;single;secondary;0;802;1;1;unknown;5;may;2;-1;0;unknown;0
134;28;unemployed;single;tertiary;0;0;1;0;unknown;5;may;2;-1;0;unknown;0
135;23;blue-collar;married;secondary;0;94;1;0;unknown;5;may;1;-1;0;unknown;0
136;32;technician;single;secondary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
137;43;services;single;unknown;0;0;0;0;unknown;5;may;1;-1;0;unknown;0
138;32;blue-collar;married;secondary;0;517;1;0;unknown;5;may;1;-1;0;unknown;0
139;46;blue-collar;married;secondary;0;265;1;0;unknown;5;may;1;-1;0;unknown;0
140;53;housemaid;divorced;primary;0;947;1;0;unknown;5;may;1;-1;0;unknown;0
141;34;self-employed;single;secondary;0;3;1;0;unknown;5;may;1;-1;0;unknown;0
142;57;unemployed;married;tertiary;0;42;0;0;unknown;5;may;1;-1;0;unknown;0
143;37;blue-collar;married;secondary;0;37;1;0;unknown;5;may;1;-1;0;unknown;0
144;59;blue-collar;married;secondary;0;57;1;0;unknown;5;may;1;-1;0;unknown;0
145;33;services;married;secondary;0;22;1;0;unknown;5;may;1;-1;0;unknown;0
146;56;blue-collar;divorced;primary;0;8;1;0;unknown;5;may;2;-1;0;unknown;0
147;48;unemployed;married;secondary;0;293;1;0;unknown;5;may;1;-1;0;unknown;0
148;43;services;married;primary;0;3;1;0;unknown;5;may;2;-1;0;unknown;0
149;54;blue-collar;married;primary;0;348;1;0;unknown;5;may;2;-1;0;unknown;0
150;51;blue-collar;married;unknown;0;-19;1;0;unknown;5;may;2;-1;0;unknown;0
151;26;student;single;secondary;0;0;1;0;unknown;5;may;2;-1;0;unknown;0
152;40;management;married;tertiary;0;-4;1;0;unknown;5;may;1;-1;0;unknown;0
153;39;management;married;secondary;0;18;1;0;unknown;5;may;1;-1;0;unknown;0
154;50;technician;married;primary;0;139;0;0;unknown;5;may;2;-1;0;unknown;0
155;41;services;married;secondary;0;0;1;0;unknown;5;may;2;-1;0;unknown;0
156;51;blue-collar;married;unknown;0;1883;1;0;unknown;5;may;1;-1;0;unknown;0
157;60;retired;divorced;secondary;0;216;1;0;unknown;5;may;1;-1;0;unknown;0
158;52;blue-collar;married;secondary;0;782;1;0;unknown;5;may;3;-1;0;unknown;0
159;48;blue-collar;married;secondary;0;904;1;0;unknown;5;may;2;-1;0;unknown;0
160;48;services;married;unknown;0;1705;1;0;unknown;5;may;1;-1;0;unknown;0
161;39;technician;single;tertiary;0;47;1;0;unknown;5;may;1;-1;0;unknown;0
162;47;services;single;secondary;0;176;1;0;unknown;5;may;2;-1;0;unknown;0
163;40;blue-collar;married;secondary;0;1225;1;0;unknown;5;may;5;-1;0;unknown;0
164;45;technician;married;secondary;0;86;1;0;unknown;5;may;1;-1;0;unknown;0
165;26;admin.;single;secondary;0;82;1;0;unknown;5;may;1;-1;0;unknown;0
166;52;management;married;tertiary;0;271;1;0;unknown;5;may;1;-1;0;unknown;0
167;54;technician;married;secondary;0;1378;1;0;unknown;5;may;1;-1;0;unknown;0
168;54;admin.;married;tertiary;0;184;0;0;unknown;5;may;2;-1;0;unknown;1
169;50;blue-collar;married;primary;0;0;0;0;unknown;5;may;3;-1;0;unknown;0
170;35;blue-collar;married;secondary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
171;44;services;married;secondary;0;1357;1;1;unknown;5;may;1;-1;0;unknown;0
172;53;entrepreneur;married;unknown;0;19;1;0;unknown;5;may;1;-1;0;unknown;0
173;35;retired;single;primary;0;434;0;0;unknown;5;may;1;-1;0;unknown;0
174;60;admin.;divorced;secondary;0;92;1;0;unknown;5;may;1;-1;0;unknown;0
175;53;admin.;divorced;secondary;0;1151;1;0;unknown;5;may;1;-1;0;unknown;0
176;48;unemployed;married;secondary;0;41;1;0;unknown;5;may;2;-1;0;unknown;0
177;34;technician;married;secondary;0;51;1;0;unknown;5;may;2;-1;0;unknown;0
178;54;services;married;secondary;0;214;1;0;unknown;5;may;2;-1;0;unknown;0
179;51;management;married;secondary;0;1161;1;0;unknown;5;may;1;-1;0;unknown;0
180;31;services;married;tertiary;0;37;1;0;unknown;5;may;1;-1;0;unknown;0
181;35;technician;divorced;secondary;0;787;1;0;unknown;5;may;2;-1;0;unknown;0
182;35;services;married;secondary;0;59;1;0;unknown;5;may;1;-1;0;unknown;0
183;38;technician;married;secondary;0;253;1;0;unknown;5;may;1;-1;0;unknown;0
184;36;admin.;married;tertiary;0;211;1;0;unknown;5;may;2;-1;0;unknown;0
185;58;retired;married;primary;0;235;1;0;unknown;5;may;1;-1;0;unknown;0
186;40;services;divorced;unknown;0;4384;1;0;unknown;5;may;1;-1;0;unknown;0
187;54;management;married;secondary;0;4080;0;0;unknown;5;may;1;-1;0;unknown;0
188;34;blue-collar;single;secondary;0;53;1;1;unknown;5;may;1;-1;0;unknown;0
189;31;management;single;tertiary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
190;51;retired;married;secondary;0;2127;1;0;unknown;5;may;1;-1;0;unknown;0
191;33;management;married;tertiary;0;377;1;0;unknown;5;may;1;-1;0;unknown;0
192;55;management;married;tertiary;0;73;1;0;unknown;5;may;2;-1;0;unknown;0
193;42;admin.;married;secondary;0;445;1;0;unknown;5;may;1;-1;0;unknown;0
194;34;blue-collar;married;secondary;0;243;1;0;unknown;5;may;1;-1;0;unknown;0
195;33;blue-collar;single;secondary;0;307;1;0;unknown;5;may;2;-1;0;unknown;0
196;38;services;married;secondary;0;155;1;0;unknown;5;may;1;-1;0;unknown;0
197;50;technician;divorced;tertiary;0;173;0;1;unknown;5;may;1;-1;0;unknown;0
198;43;management;married;tertiary;0;400;1;0;unknown;5;may;1;-1;0;unknown;0
199;61;blue-collar;divorced;primary;0;1428;1;0;unknown;5;may;2;-1;0;unknown;0
200;47;admin.;married;secondary;0;219;1;0;unknown;5;may;1;-1;0;unknown;0
201;48;self-employed;married;tertiary;0;7;1;0;unknown;5;may;1;-1;0;unknown;0
202;44;blue-collar;married;secondary;0;575;1;0;unknown;5;may;1;-1;0;unknown;0
203;35;student;single;unknown;0;298;1;0;unknown;5;may;2;-1;0;unknown;0
204;35;services;married;secondary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
205;50;services;married;secondary;0;5699;1;0;unknown;5;may;2;-1;0;unknown;0
206;41;management;married;tertiary;0;176;1;1;unknown;5;may;1;-1;0;unknown;0
207;41;management;married;tertiary;0;517;1;0;unknown;5;may;1;-1;0;unknown;0
208;39;services;single;unknown;0;257;1;0;unknown;5;may;1;-1;0;unknown;0
209;42;retired;married;secondary;0;56;1;0;unknown;5;may;1;-1;0;unknown;0
210;38;blue-collar;married;secondary;0;-390;1;0;unknown;5;may;1;-1;0;unknown;0
211;53;retired;married;secondary;0;330;1;0;unknown;5;may;2;-1;0;unknown;0
212;59;housemaid;divorced;primary;0;195;0;0;unknown;5;may;2;-1;0;unknown;0
213;36;services;married;secondary;0;301;1;0;unknown;5;may;1;-1;0;unknown;0
214;54;blue-collar;married;primary;0;-41;1;0;unknown;5;may;1;-1;0;unknown;0
215;40;technician;married;tertiary;0;483;1;0;unknown;5;may;1;-1;0;unknown;0
216;47;unknown;married;unknown;0;28;0;0;unknown;5;may;2;-1;0;unknown;0
217;53;unemployed;married;unknown;0;13;0;0;unknown;5;may;3;-1;0;unknown;0
218;46;housemaid;married;primary;0;965;0;0;unknown;5;may;1;-1;0;unknown;0
219;39;management;married;tertiary;0;378;1;1;unknown;5;may;2;-1;0;unknown;0
220;40;unemployed;married;secondary;0;219;1;0;unknown;5;may;1;-1;0;unknown;0
221;28;blue-collar;married;primary;0;324;1;0;unknown;5;may;1;-1;0;unknown;0
222;35;entrepreneur;divorced;secondary;0;-69;1;0;unknown;5;may;1;-1;0;unknown;0
223;55;retired;married;secondary;0;0;0;1;unknown;5;may;1;-1;0;unknown;0
224;43;technician;divorced;unknown;0;205;1;0;unknown;5;may;1;-1;0;unknown;0
225;48;blue-collar;married;primary;0;278;1;0;unknown;5;may;2;-1;0;unknown;0
226;58;management;married;unknown;0;1065;1;0;unknown;5;may;3;-1;0;unknown;0
227;33;management;single;tertiary;0;34;1;0;unknown;5;may;1;-1;0;unknown;0
228;36;blue-collar;married;unknown;0;1033;0;0;unknown;5;may;2;-1;0;unknown;0
229;53;services;divorced;secondary;0;1467;1;0;unknown;5;may;1;-1;0;unknown;0
230;47;blue-collar;married;primary;0;-12;1;0;unknown;5;may;1;-1;0;unknown;0
231;31;services;married;secondary;0;388;1;0;unknown;5;may;2;-1;0;unknown;0
232;57;entrepreneur;married;secondary;0;294;1;0;unknown;5;may;2;-1;0;unknown;0
233;53;blue-collar;married;unknown;0;1827;0;0;unknown;5;may;1;-1;0;unknown;0
234;55;blue-collar;married;primary;0;627;1;0;unknown;5;may;1;-1;0;unknown;0
235;45;blue-collar;married;primary;0;25;1;0;unknown;5;may;1;-1;0;unknown;0
236;53;admin.;divorced;secondary;0;315;1;0;unknown;5;may;2;-1;0;unknown;0
237;37;blue-collar;married;primary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
238;44;admin.;divorced;secondary;0;66;1;0;unknown;5;may;1;-1;0;unknown;0
239;49;blue-collar;divorced;primary;0;-9;1;1;unknown;5;may;1;-1;0;unknown;0
240;46;technician;married;secondary;0;349;1;1;unknown;5;may;1;-1;0;unknown;0
241;43;entrepreneur;married;unknown;0;100;1;0;unknown;5;may;1;-1;0;unknown;0
242;38;admin.;married;secondary;0;0;0;0;unknown;5;may;1;-1;0;unknown;0
243;43;technician;married;secondary;0;434;1;0;unknown;5;may;1;-1;0;unknown;0
244;49;management;married;tertiary;0;3237;1;0;unknown;5;may;3;-1;0;unknown;0
245;42;management;married;unknown;0;275;0;0;unknown;5;may;2;-1;0;unknown;0
246;22;blue-collar;single;secondary;0;0;1;0;unknown;5;may;2;-1;0;unknown;0
247;40;management;married;tertiary;0;207;1;0;unknown;5;may;1;-1;0;unknown;0
248;39;blue-collar;married;secondary;0;483;1;0;unknown;5;may;1;-1;0;unknown;0
249;51;services;married;secondary;0;2248;1;0;unknown;5;may;2;-1;0;unknown;0
250;49;admin.;married;secondary;0;428;1;0;unknown;5;may;1;-1;0;unknown;0
251;53;blue-collar;married;secondary;0;0;1;1;unknown;5;may;1;-1;0;unknown;0
252;34;services;single;secondary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
253;33;technician;divorced;secondary;0;140;1;0;unknown;5;may;1;-1;0;unknown;0
254;50;management;single;tertiary;0;297;1;0;unknown;5;may;1;-1;0;unknown;0
255;39;blue-collar;married;primary;0;279;1;0;unknown;5;may;1;-1;0;unknown;0
256;59;entrepreneur;divorced;secondary;0;901;1;0;unknown;5;may;3;-1;0;unknown;0
257;30;technician;single;secondary;0;2573;1;0;unknown;5;may;2;-1;0;unknown;0
258;36;services;married;secondary;0;143;1;1;unknown;5;may;1;-1;0;unknown;0
259;40;blue-collar;married;secondary;0;475;1;0;unknown;5;may;2;-1;0;unknown;0
260;53;blue-collar;married;secondary;0;70;1;0;unknown;5;may;2;-1;0;unknown;0
261;34;management;single;tertiary;0;318;1;0;unknown;5;may;2;-1;0;unknown;0
262;37;technician;married;secondary;0;275;1;0;unknown;5;may;1;-1;0;unknown;0
263;42;management;divorced;tertiary;0;742;1;0;unknown;5;may;3;-1;0;unknown;0
264;41;entrepreneur;married;primary;0;236;1;0;unknown;5;may;1;-1;0;unknown;0
265;30;student;single;tertiary;0;25;1;0;unknown;5;may;2;-1;0;unknown;0
266;37;management;single;tertiary;0;600;1;0;unknown;5;may;1;-1;0;unknown;0
267;39;admin.;divorced;secondary;0;-349;1;0;unknown;5;may;2;-1;0;unknown;0
268;41;blue-collar;married;primary;0;183;1;1;unknown;5;may;2;-1;0;unknown;0
269;40;blue-collar;married;primary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
270;42;management;single;tertiary;0;0;1;1;unknown;5;may;2;-1;0;unknown;1
271;40;blue-collar;divorced;primary;0;0;1;0;unknown;5;may;1;-1;0;unknown;0
272;57;technician;married;secondary;0;1078;1;0;unknown;5;may;4;-1;0;unknown;0
273;56;entrepreneur;divorced;secondary;0;155;0;0;unknown;5;may;3;-1;0;unknown;0
274;37;admin.;married;secondary;0;190;1;0;unknown;5;may;2;-1;0;unknown;0
275;59;retired;married;secondary;0;319;1;0;unknown;5;may;3;-1;0;unknown;0
276;39;services;divorced;secondary;0;-185;1;0;unknown;5;may;3;-1;0;unknown;0
277;49;services;married;secondary;0;47;0;0;unknown;5;may;2;-1;0;unknown;0
278;38;services;single;secondary;0;570;1;0;unknown;5;may;2;-1;0;unknown;0
279;36;self-employed;married;tertiary;0;19;0;0;unknown;5;may;2;-1;0;unknown;0
280;50;blue-collar;married;primary;0;61;1;0;unknown;5;may;3;-1;0;unknown;0
281;41;admin.;married;secondary;0;-62;1;1;unknown;5;may;2;-1;0;unknown;0
282;54;technician;married;tertiary;0;258;0;0;unknown;5;may;4;-1;0;unknown;0
283;58;blue-collar;married;primary;0;76;1;0;unknown;5;may;2;-1;0;unknown;0
284;30;blue-collar;single;secondary;0;0;1;0;unknown;5;may;2;-1;0;unknown;0
285;33;admin.;single;secondary;0;352;1;0;unknown;5;may;2;-1;0;unknown;0
286;47;admin.;married;secondary;0;368;1;0;unknown;5;may;2;-1;0;unknown;0
287;50;technician;single;tertiary;0;339;1;0;unknown;5;may;3;-1;0;unknown;0
288;32;blue-collar;married;secondary;0;1331;1;0;unknown;5;may;2;-1;0;unknown;0
289;40;self-employed;married;secondary;0;672;1;0;unknown;5;may;2;-1;0;unknown;0
290;37;management;married;tertiary;0;58;1;0;unknown;5;may;2;-1;0;unknown;0
291;54;technician;single;unknown;0;447;1;0;unknown;5;may;2;-1;0;unknown;0
292;24;student;single;secondary;0;423;1;0;unknown;5;may;3;-1;0;unknown;0
293;54;management;married;tertiary;0;0;0;0;unknown;5;may;2;-1;0;unknown;0
294;34;technician;married;secondary;0;19;1;0;unknown;5;may;4;-1;0;unknown;0
295;56;technician;divorced;primary;0;13;1;0;unknown;5;may;2;-1;0;unknown;0
296;31;blue-collar;single;secondary;0;3;1;0;unknown;5;may;2;-1;0;unknown;0
297;24;student;single;secondary;0;82;1;0;unknown;5;may;2;-1;0;unknown;0
298;42;blue-collar;divorced;primary;0;28;1;0;unknown;5;may;3;-1;0;unknown;0
299;57;technician;married;secondary;0;792;1;0;unknown;5;may;2;-1;0;unknown;0
300;42;blue-collar;married;unknown;0;408;1;0;unknown;5;may;2;-1;0;unknown;0
301;51;admin.;married;secondary;0;531;1;0;unknown;5;may;2;-1;0;unknown;0
302;57;retired;married;secondary;0;211;1;0;unknown;5;may;2;-1;0;unknown;0
303;36;services;single;secondary;0;62;1;0;unknown;5;may;2;-1;0;unknown;0
304;53;services;married;unknown;0;257;1;0;unknown;5;may;2;-1;0;unknown;0
305;50;technician;married;secondary;0;1234;1;0;unknown;5;may;2;-1;0;unknown;0
306;54;management;married;tertiary;0;313;1;0;unknown;5;may;2;-1;0;unknown;0
307;55;blue-collar;married;secondary;0;89;1;0;unknown;5;may;3;-1;0;unknown;0
308;44;blue-collar;married;secondary;0;129;1;1;unknown;5;may;2;-1;0;unknown;0
309;43;management;married;unknown;0;0;1;0;unknown;5;may;2;-1;0;unknown;0
310;56;admin.;married;secondary;0;353;1;0;unknown;5;may;2;-1;0;unknown;0
311;54;technician;married;unknown;0;851;1;0;unknown;5;may;2;-1;0;unknown;0
312;55;services;divorced;primary;0;96;1;1;unknown;5;may;2;-1;0;unknown;0
313;37;services;divorced;secondary;0;398;1;1;unknown;5;may;2;-1;0;unknown;0
314;33;admin.;single;tertiary;0;193;0;0;unknown;5;may;2;-1;0;unknown;0
315;46;admin.;married;secondary;0;-358;1;0;unknown;5;may;2;-1;0;unknown;0
316;36;blue-collar;married;secondary;0;539;1;1;unknown;5;may;2;-1;0;unknown;0
317;51;technician;single;secondary;0;0;1;0;unknown;5;may;2;-1;0;unknown;0
318;40;retired;single;primary;0;0;0;0;unknown;5;may;2;-1;0;unknown;0
319;42;blue-collar;married;secondary;0;490;1;0;unknown;5;may;2;-1;0;unknown;0
