;age;job;marital;education;default;balance;housing;loan;contact;day;month;campaign;pdays;previous;poutcome;y
247;40;4;1;2;0;207;1;0;2;5;8;1;-1;0;3;0
248;39;1;1;1;0;483;1;0;2;5;8;1;-1;0;3;0
249;51;7;1;1;0;2248;1;0;2;5;8;2;-1;0;3;0
250;49;0;1;1;0;428;1;0;2;5;8;1;-1;0;3;0
251;53;1;1;1;0;0;1;1;2;5;8;1;-1;0;3;0
252;34;7;2;1;0;0;1;0;2;5;8;1;-1;0;3;0
253;33;9;0;1;0;140;1;0;2;5;8;1;-1;0;3;0
254;50;4;2;2;0;297;1;0;2;5;8;1;-1;0;3;0
255;39;1;1;0;0;279;1;0;2;5;8;1;-1;0;3;0
256;59;2;0;1;0;901;1;0;2;5;8;3;-1;0;3;0
257;30;9;2;1;0;2573;1;0;2;5;8;2;-1;0;3;0
258;36;7;1;1;0;143;1;1;2;5;8;1;-1;0;3;0
259;40;1;1;1;0;475;1;0;2;5;8;2;-1;0;3;0
260;53;1;1;1;0;70;1;0;2;5;8;2;-1;0;3;0
261;34;4;2;2;0;318;1;0;2;5;8;2;-1;0;3;0
262;37;9;1;1;0;275;1;0;2;5;8;1;-1;0;3;0
263;42;4;0;2;0;742;1;0;2;5;8;3;-1;0;3;0
264;41;2;1;0;0;236;1;0;2;5;8;1;-1;0;3;0
265;30;8;2;2;0;25;1;0;2;5;8;2;-1;0;3;0
266;37;4;2;2;0;600;1;0;2;5;8;1;-1;0;3;0
267;39;0;0;1;0;-349;1;0;2;5;8;2;-1;0;3;0
268;41;1;1;0;0;183;1;1;2;5;8;2;-1;0;3;0
269;40;1;1;0;0;0;1;0;2;5;8;1;-1;0;3;0
270;42;4;2;2;0;0;1;1;2;5;8;2;-1;0;3;1
271;40;1;0;0;0;0;1;0;2;5;8;1;-1;0;3;0
272;57;9;1;1;0;1078;1;0;2;5;8;4;-1;0;3;0
273;56;2;0;1;0;155;0;0;2;5;8;3;-1;0;3;0
274;37;0;1;1;0;190;1;0;2;5;8;2;-1;0;3;0
275;59;5;1;1;0;319;1;0;2;5;8;3;-1;0;3;0
276;39;7;0;1;0;-185;1;0;2;5;8;3;-1;0;3;0
277;49;7;1;1;0;47;0;0;2;5;8;2;-1;0;3;0
278;38;7;2;1;0;570;1;0;2;5;8;2;-1;0;3;0
279;36;6;1;2;0;19;0;0;2;5;8;2;-1;0;3;0
280;50;1;1;0;0;61;1;0;2;5;8;3;-1;0;3;0
281;41;0;1;1;0;-62;1;1;2;5;8;2;-1;0;3;0
282;54;9;1;2;0;258;0;0;2;5;8;4;-1;0;3;0
283;58;1;1;0;0;76;1;0;2;5;8;2;-1;0;3;0
284;30;1;2;1;0;0;1;0;2;5;8;2;-1;0;3;0
285;33;0;2;1;0;352;1;0;2;5;8;2;-1;0;3;0
286;47;0;1;1;0;368;1;0;2;5;8;2;-1;0;3;0
287;50;9;2;2;0;339;1;0;2;5;8;3;-1;0;3;0
288;32;1;1;1;0;1331;1;0;2;5;8;2;-1;0;3;0
289;40;6;1;1;0;672;1;0;2;5;8;2;-1;0;3;0
290;37;4;1;2;0;58;1;0;2;5;8;2;-1;0;3;0
291;54;9;2;3;0;447;1;0;2;5;8;2;-1;0;3;0
292;24;8;2;1;0;423;1;0;2;5;8;3;-1;0;3;0
293;54;4;1;2;0;0;0;0;2;5;8;2;-1;0;3;0
294;34;9;1;1;0;19;1;0;2;5;8;4;-1;0;3;0
295;56;9;0;0;0;13;1;0;2;5;8;2;-1;0;3;0
296;31;1;2;1;0;3;1;0;2;5;8;2;-1;0;3;0
297;24;8;2;1;0;82;1;0;2;5;8;2;-1;0;3;0
298;42;1;0;0;0;28;1;0;2;5;8;3;-1;0;3;0
299;57;9;1;1;0;792;1;0;2;5;8;2;-1;0;3;0
300;42;1;1;3;0;408;1;0;2;5;8;2;-1;0;3;0
301;51;0;1;1;0;531;1;0;2;5;8;2;-1;0;3;0
302;57;5;1;1;0;211;1;0;2;5;8;2;-1;0;3;0
303;36;7;2;1;0;62;1;0;2;5;8;2;-1;0;3;0
304;53;7;1;3;0;257;1;0;2;5;8;2;-1;0;3;0
305;50;9;1;1;0;1234;1;0;2;5;8;2;-1;0;3;0
306;54;4;1;2;0;313;1;0;2;5;8;2;-1;0;3;0
307;55;1;1;1;0;89;1;0;2;5;8;3;-1;0;3;0
308;44;1;1;1;0;129;1;1;2;5;8;2;-1;0;3;0
309;43;4;1;3;0;0;1;0;2;5;8;2;-1;0;3;0
310;56;0;1;1;0;353;1;0;2;5;8;2;-1;0;3;0
311;54;9;1;3;0;851;1;0;2;5;8;2;-1;0;3;0
312;55;7;0;0;0;96;1;1;2;5;8;2;-1;0;3;0
313;37;7;0;1;0;398;1;1;2;5;8;2;-1;0;3;0
314;33;0;2;2;0;193;0;0;2;5;8;2;-1;0;3;0
315;46;0;1;1;0;-358;1;0;2;5;8;2;-1;0;3;0
316;36;1;1;1;0;539;1;1;2;5;8;2;-1;0;3;0
317;51;9;2;1;0;0;1;0;2;5;8;2;-1;0;3;0
318;40;5;2;0;0;0;0;0;2;5;8;2;-1;0;3;0
319;42;1;1;1;0;490;1;0;2;5;8;2;-1;0;3;0
320;51;1;1;1;0;0;1;0;2;5;8;2;-1;0;3;0
321;49;1;1;3;0;403;1;0;2;5;8;2;-1;0;3;0
322;48;4;1;1;0;161;1;0;2;5;8;3;-1;0;3;0
323;32;9;0;2;0;2558;0;0;2;5;8;2;-1;0;3;0
324;31;0;2;1;0;98;1;0;2;5;8;2;-1;0;3;0
325;55;4;2;2;0;115;0;0;2;5;8;4;-1;0;3;0
326;40;1;2;1;0;436;1;0;2;5;8;3;-1;0;3;0
327;47;9;1;2;0;831;1;0;2;5;8;3;-1;0;3;0
328;57;9;1;3;0;206;1;0;2;5;8;3;-1;0;3;0
329;41;1;1;1;0;290;1;0;2;5;8;2;-1;0;3;0
330;48;1;1;1;0;1;0;0;2;5;8;3;-1;0;3;0
331;42;1;1;3;0;57;1;0;2;5;8;2;-1;0;3;0
332;30;1;2;1;0;-457;1;0;2;5;8;2;-1;0;3;0
333;58;4;2;2;0;1387;1;0;2;5;8;5;-1;0;3;0
334;45;4;0;2;0;24598;1;0;2;5;8;3;-1;0;3;0
335;49;1;1;1;0;30;1;0;2;5;8;4;-1;0;3;0
336;42;0;2;1;0;1022;1;0;2;5;8;2;-1;0;3;0
337;53;9;1;1;0;56;1;1;2;5;8;2;-1;0;3;0
338;51;0;2;1;1;-2;0;0;2;5;8;3;-1;0;3;0
339;32;7;2;1;0;121;1;0;2;5;8;2;-1;0;3;0
340;41;1;2;1;0;842;1;0;2;5;8;3;-1;0;3;0
341;43;4;0;1;0;693;1;0;2;5;8;3;-1;0;3;0
342;40;1;0;1;0;-333;1;0;2;5;8;2;-1;0;3;0
343;50;1;1;0;0;1533;1;0;2;5;8;2;-1;0;3;0
344;34;4;1;2;0;46;1;0;2;5;8;4;-1;0;3;0
345;53;7;1;3;0;18;0;0;2;5;8;2;-1;0;3;0
346;45;9;1;1;0;44;1;0;2;5;8;4;-1;0;3;0
347;39;1;1;0;0;-100;1;0;2;5;8;2;-1;0;3;0
348;44;7;1;2;0;510;1;0;2;5;8;4;-1;0;3;0
349;55;4;1;2;0;685;1;0;2;5;8;3;-1;0;3;0
350;46;4;2;2;0;187;1;0;2;5;8;2;-1;0;3;0
351;45;1;1;1;0;66;1;0;2;5;8;2;-1;0;3;0
352;34;0;1;1;0;560;1;0;2;5;8;3;-1;0;3;0
353;36;1;1;1;0;0;1;0;2;5;8;2;-1;0;3;0
354;59;11;0;3;0;27;0;0;2;5;8;3;-1;0;3;0
355;31;0;2;1;0;12;1;0;2;5;8;2;-1;0;3;0
356;44;1;2;1;0;34;1;0;2;5;8;4;-1;0;3;0
357;33;2;2;2;0;1068;1;0;2;5;8;2;-1;0;3;0
358;40;1;1;1;0;211;1;0;2;5;8;4;-1;0;3;0
359;46;0;2;2;0;377;1;0;2;5;8;2;-1;0;3;0
360;48;4;1;2;0;263;1;0;2;5;8;2;-1;0;3;0
361;42;7;1;1;0;1263;1;0;2;6;8;2;-1;0;3;0
362;27;7;1;1;0;8;1;0;2;6;8;3;-1;0;3;0
363;48;0;1;1;0;126;1;1;2;6;8;2;-1;0;3;0
364;59;0;1;1;0;230;1;0;2;6;8;3;-1;0;3;0
365;46;9;1;2;0;841;1;0;2;6;8;1;-1;0;3;0
366;38;0;0;1;0;308;1;0;2;6;8;1;-1;0;3;0
367;43;4;0;2;0;1;1;0;2;6;8;1;-1;0;3;0
368;38;0;0;2;0;86;1;0;2;6;8;1;-1;0;3;0
369;23;8;2;1;0;157;1;0;2;6;8;1;-1;0;3;0
370;34;7;1;1;0;22;1;0;2;6;8;1;-1;0;3;0
371;38;0;1;1;0;46;1;1;2;6;8;1;-1;0;3;0
372;37;1;1;1;0;1293;0;0;2;6;8;1;-1;0;3;0
373;25;0;2;1;0;122;1;0;2;6;8;1;-1;0;3;0
374;48;1;1;3;0;131;1;0;2;6;8;1;-1;0;3;0
375;49;1;2;1;0;143;1;0;2;6;8;1;-1;0;3;0
376;38;0;2;1;0;393;0;0;2;6;8;2;-1;0;3;0
377;43;1;1;0;0;98;1;0;2;6;8;1;-1;0;3;0
378;33;4;1;2;0;0;1;0;2;6;8;1;-1;0;3;0
379;55;1;1;1;0;224;1;0;2;6;8;1;-1;0;3;0
380;38;1;1;1;0;757;1;0;2;6;8;1;-1;0;3;0
381;49;7;1;1;0;245;1;1;2;6;8;1;-1;0;3;0
382;40;4;1;1;0;8486;0;0;2;6;8;3;-1;0;3;0
383;43;0;1;3;0;350;0;0;2;6;8;1;-1;0;3;0
384;38;1;1;1;0;20;1;0;2;6;8;1;-1;0;3;0
385;58;7;1;1;0;1667;1;1;2;6;8;1;-1;0;3;0
386;57;9;1;3;0;345;1;0;2;6;8;1;-1;0;3;0
387;32;10;1;1;0;10;1;0;2;6;8;4;-1;0;3;0
388;56;4;1;2;0;830;1;1;2;6;8;1;-1;0;3;1
389;58;1;0;3;0;29;1;0;2;6;8;1;-1;0;3;0
390;60;5;0;1;0;545;1;0;2;6;8;1;-1;0;3;1
391;37;9;1;2;0;8730;1;0;2;6;8;1;-1;0;3;0
392;46;9;0;2;0;477;1;0;2;6;8;1;-1;0;3;0
393;27;0;1;1;0;4;1;0;2;6;8;1;-1;0;3;0
394;43;1;1;1;0;1205;1;0;2;6;8;2;-1;0;3;0
